yatstats overall rank everybody,hsid,hsname,hsname.1,location,city,regionname,nickname,alumni listed,Drafted from School,Total Draft Picks,Major Leaguers,Active Players 2024-2025
7671,7610,Southwick-Tolland,Southwick-Tolland,"Southwick,MA","Southwick,MA",Massachusetts,Rams,6,1,1,0,2
7672,1269,St. Mary Central,St. Mary Central,"Neenah,WI","Neenah,WI",Wisconsin,Zephyrs,6,1,1,0,2
7673,8155,Valley Stream South,Valley Stream South,"Valley Stream,NY","Valley Stream,NY",New York,Falcons,6,1,1,0,2
7674,271,Westmont Hilltop,Westmont Hilltop,"Johnstown,PA","Johnstown,PA",Pennsylvania,Hilltoppers,6,1,1,0,2
7675,14666,Whitnall,Whitnall,"Greenfield,WI","Greenfield,WI",Wisconsin,Falcons,6,1,1,0,2
7676,12419,Winnisquam Regional,Winnisquam Regional,"Tilton,NH","Tilton,NH",New Hampshire,Bears,6,1,1,0,2
7677,14447,Berks Christian,Berks Christian,"Birdsboro,PA","Birdsboro,PA",Pennsylvania,Lions,6,0,1,0,2
7678,14126,Croton-Harmon,Croton-Harmon,"Croton,NY","Croton,NY",New York,Tigers,6,0,1,0,2
7679,8768,Elko,Elko,"Elko,NV","Elko,NV",Nevada,Indians,6,0,1,0,2
7680,13537,Glenpool,Glenpool,"Glenpool,OK","Glenpool,OK",Oklahoma,Warriors,6,0,1,0,2
7681,14449,Haysville Campus,Haysville Campus,"Wichita,KS","Wichita,KS",Kansas,Colts,6,0,1,0,2
7682,10476,Homestead,Homestead,"Homestead,FL","Homestead,FL",Florida,Broncos,6,0,1,0,2
7683,6040,Marysville,Marysville,"Marysville,OH","Marysville,OH",Ohio,Monarchs,6,0,1,0,2
7684,9235,Mergenthaler Vo-Tech,Mergenthaler Vo-Tech,"Baltimore,MD","Baltimore,MD",Maryland,Mustangs,6,0,1,0,2
7685,11178,Miami Trace,Miami Trace,"Washington Court House,OH","Washington Court House,OH",Ohio,Panthers,6,0,1,0,2
7686,12614,Middle Township,Middle Township,"Cape May,NJ","Cape May,NJ",New Jersey,Panthers,6,0,1,0,2
7687,15565,North Raleigh Christian Academy,North Raleigh Christian Academy,"Raleigh,NC","Raleigh,NC",North Carolina,Knights,6,0,1,0,2
7688,12774,Northern Lebanon,Northern Lebanon,"Fredericksburg,PA","Fredericksburg,PA",Pennsylvania,Vikings,6,0,1,0,2
7689,11419,Northern Secondary School,Northern Secondary School,"Toronto,ON","Toronto,ON",Ontario,Red Knights,6,0,1,0,2
7690,11750,Overlake School,Overlake School,"Redmond,WA","Redmond,WA",Washington,Owls,6,0,1,0,2
7691,14025,Piqua,Piqua,"Piqua,OH","Piqua,OH",Ohio,Indians,6,0,1,0,2
7692,11982,Roslyn,Roslyn,"Roslyn Heights,NY","Roslyn Heights,NY",New York,Bulldogs,6,0,1,0,2
7693,14926,Sheboygan Falls,Sheboygan Falls,"Sheboygan Falls,WI","Sheboygan Falls,WI",Wisconsin,Falcons,6,0,1,0,2
7694,12933,West Campus,West Campus,"Sacramento,CA","Sacramento,CA",California,Warriors,6,0,1,0,2
7695,8518,Williams,Williams,"Burlington,NC","Burlington,NC",North Carolina,Bulldogs,6,0,1,0,2
7696,11006,Windom Area,Windom Area,"Windom,MN","Windom,MN",Minnesota,Eagles,6,0,1,0,2
7697,10069,Winona,Winona,"Winona,MS","Winona,MS",Mississippi,Tigers,6,0,1,0,2
7698,11629,Yough,Yough,"Herminie,PA","Herminie,PA",Pennsylvania,Cougars,6,0,1,0,2
7699,11167,Box Elder,Box Elder,"Brigham City,UT","Brigham City,UT",Utah,Bees,6,0,0,0,2
7700,9470,Bradenton Christian,Bradenton Christian,"Bradenton,FL","Bradenton,FL",Florida,Panthers,6,0,0,0,2
7701,11881,Brooks,Brooks,"Killen,AL","Killen,AL",Alabama,Lions,6,0,0,0,2
7702,14032,Cane Bay,Cane Bay,"Summerville,SC","Summerville,SC",South Carolina,Cobras,6,0,0,0,2
7703,16389,Cardinal Stritch,Cardinal Stritch,"Oregon,OH","Oregon,OH",Ohio,Cardinal,6,0,0,0,2
7704,3684,Cathedral,Cathedral,"Natchez,MS","Natchez,MS",Mississippi,Green Wave,6,0,0,0,2
7705,16043,Chisholm Trail,Chisholm Trail,"Fort Worth,TX","Fort Worth,TX",Texas,"Fort Worth,TX",6,0,0,0,2
7706,14283,Conrad Weiser,Conrad Weiser,"Robesonia,PA","Robesonia,PA",Pennsylvania,Scouts,6,0,0,0,2
7707,13997,Derby,Derby,"Derby,CT","Derby,CT",Connecticut,Red Raiders,6,0,0,0,2
7708,14908,Gloversville,Gloversville,"Gloversville,NY","Gloversville,NY",New York,Huskies,6,0,0,0,2
7709,11776,Graves County,Graves County,"Wingo,KY","Wingo,KY",Kentucky,Eagles,6,0,0,0,2
7710,14527,Hanover,Hanover,"Hanover,NH","Hanover,NH",New Hampshire,Marauders,6,0,0,0,2
7711,14887,Islands,Islands,"Savannah,GA","Savannah,GA",Georgia,Sharks,6,0,0,0,2
7712,13305,Knoxville,Knoxville,"Knoxville,IL","Knoxville,IL",Illinois,Blue Bullets,6,0,0,0,2
7713,15076,Louisburg,Louisburg,"Louisburg,KS","Louisburg,KS",Kansas,Wildcats,6,0,0,0,2
7714,14902,Malakoff,Malakoff,"Malakoff,TX","Malakoff,TX",Texas,Tigers,6,0,0,0,2
7715,13172,Mallard Creek,Mallard Creek,"Charlotte,NC","Charlotte,NC",North Carolina,Mavericks,6,0,0,0,2
7716,11647,Monmouth-Roseville,Monmouth-Roseville,"Monmouth,IL","Monmouth,IL",Illinois,Titans,6,0,0,0,2
7717,9402,Moody,Moody,"Moody,AL","Moody,AL",Alabama,Blue Devils,6,0,0,0,2
7718,16112,Muenster,Muenster,"Muenster,TX","Muenster,TX",Texas,Hornets,6,0,0,0,2
7719,9244,Randolph Campus,Randolph Campus,"New York,NY","New York,NY",New York,Cougars,6,0,0,0,2
7720,9026,Red Lion Christian Academy,Red Lion Christian Academy,"Bear,DE","Bear,DE",Delaware,-,6,0,0,0,2
7721,7447,Sidwell Friends School,Sidwell Friends School,"Washington,DC","Washington,DC",District of Columbia,Quakers,6,0,0,0,2
7722,7024,Southern,Southern,"Louisville,KY","Louisville,KY",Kentucky,Trojans,6,0,0,0,2
7723,14727,Strasburg,Strasburg,"Strasburg,VA","Strasburg,VA",Virginia,Rams,6,0,0,0,2
7724,11148,Syracuse,Syracuse,"Syracuse,UT","Syracuse,UT",Utah,Titans,6,0,0,0,2
7725,14013,The Shipley School,The Shipley School,"Bryn Mawr,PA","Bryn Mawr,PA",Pennsylvania,Gators,6,0,0,0,2
7726,9492,Union Mine,Union Mine,"El Dorado,CA","El Dorado,CA",California,Diamondbacks,6,0,0,0,2
7727,8662,Wallkill Valley Regional,Wallkill Valley Regional,"Hamburg,NJ","Hamburg,NJ",New Jersey,Rangers,6,0,0,0,2
7728,13478,Wickliffe,Wickliffe,"Wickliffe,OH","Wickliffe,OH",Ohio,Blue Devils,6,0,0,0,2
7729,3864,Checotah,Checotah,"Checotah,OK","Checotah,OK",Oklahoma,Wildcats,5,1,4,0,2
7730,4450,Ecorse,Ecorse,"Ecorse,MI","Ecorse,MI",Michigan,Red Raiders,5,3,3,0,2
7731,4196,DeKalb County,DeKalb County,"Smithville,TN","Smithville,TN",Tennessee,Tigers,5,2,3,0,2
7732,7919,Taft,Taft,"Lincoln City,OR","Lincoln City,OR",Oregon,Tigers,5,2,3,0,2
7733,802,Thomas More Prep-Marian,Thomas More Prep-Marian,"Hays,KS","Hays,KS",Kansas,Monarchs,5,1,3,0,2
7734,9909,Roanoke-Benson,Roanoke-Benson,"Benson,IL","Benson,IL",Illinois,Rockets,5,0,3,0,2
7735,10042,Centennial,Centennial,"Coquitlam,BC","Coquitlam,BC",British Columbia,Centaurs,5,2,2,0,2
7736,11526,Clayton Heights,Clayton Heights,"Surrey,BC","Surrey,BC",British Columbia,Nightriders,5,2,2,0,2
7737,6073,McBee,McBee,"McBee,SC","McBee,SC",South Carolina,Panthers,5,2,2,0,2
7738,6766,Pampa,Pampa,"Pampa,TX","Pampa,TX",Texas,Harvesters,5,2,2,0,2
7739,7796,St. Marys Catholic Central,St. Marys Catholic Central,"Monroe,MI","Monroe,MI",Michigan,Falcons,5,2,2,0,2
7740,8278,Washington Academy,Washington Academy,"Greenville,MS","Greenville,MS",Mississippi,Generals,5,2,2,0,2
7741,8325,Waverly,Waverly,"Waverly,OH","Waverly,OH",Ohio,Tigers,5,2,2,0,2
7742,3109,Ashe County,Ashe County,"West Jefferson,NC","West Jefferson,NC",North Carolina,Huskies,5,1,2,0,2
7743,3685,Cathedral,Cathedral,"New Ulm,MN","New Ulm,MN",Minnesota,Greyhounds,5,1,2,0,2
7744,14394,Dakota,Dakota,"Macomb,IL","Macomb,IL",Illinois,Cougars,5,1,2,0,2
7745,4445,Eastside,Eastside,"Lancaster,CA","Lancaster,CA",California,Lions,5,1,2,0,2
7746,15337,Fairmont,Fairmont,"Fairmont,NC","Fairmont,NC",North Carolina,Tornados,5,1,2,0,2
7747,2558,Graham,Graham,"Graham,TX","Graham,TX",Texas,Steers,5,1,2,0,2
7748,5966,Maple Shade,Maple Shade,"Maple Shade,NJ","Maple Shade,NJ",New Jersey,Wildcats,5,1,2,0,2
7749,7062,Red Hill,Red Hill,"Bridgeport,IL","Bridgeport,IL",Illinois,Salukis,5,1,2,0,2
7750,7434,Shoreland Lutheran,Shoreland Lutheran,"Somers,WI","Somers,WI",Wisconsin,Pacers,5,1,2,0,2
7751,1265,Southern Fulton,Southern Fulton,"Warfordsburg,PA","Warfordsburg,PA",Pennsylvania,Indians,5,1,2,0,2
7752,9893,Vian,Vian,"Vian,OK","Vian,OK",Oklahoma,Wolverines,5,1,2,0,2
7753,8560,Winnsboro,Winnsboro,"Winnsboro,TX","Winnsboro,TX",Texas,Raiders,5,1,2,0,2
7754,2220,Woodlawn,Woodlawn,"Baltimore,MD","Baltimore,MD",Maryland,Warriors,5,1,2,0,2
7755,3439,Breckenridge,Breckenridge,"Breckenridge,TX","Breckenridge,TX",Texas,Buckaroos,5,0,2,0,2
7756,15161,Coloma,Coloma,"Coloma,MI","Coloma,MI",Michigan,Comets,5,0,2,0,2
7757,13415,Colorado Academy,Colorado Academy,"Denver,CO","Denver,CO",Colorado,Mustangs,5,0,2,0,2
7758,10997,Norwell,Norwell,"Norwell,MA","Norwell,MA",Massachusetts,Clippers,5,0,2,0,2
7759,9798,Sibley East,Sibley East,"Arlington,MN","Arlington,MN",Minnesota,Wolverines,5,0,2,0,2
7760,3357,A.G. West Black Hills,A.G. West Black Hills,"Olympia,WA","Olympia,WA",Washington,Wolves,5,1,1,0,2
7761,2964,Adirondack Central,Adirondack Central,"Boonville,NY","Boonville,NY",New York,-,5,1,1,0,2
7762,3125,Atherton,Atherton,"Louisville,KY","Louisville,KY",Kentucky,Rebels,5,1,1,0,2
7763,789,Brookville,Brookville,"Brookville,OH","Brookville,OH",Ohio,Blue Devils,5,1,1,0,2
7764,3578,Calhoun City,Calhoun City,"Calhoun City,MS","Calhoun City,MS",Mississippi,Wildcats,5,1,1,0,2
7765,934,Central Islip,Central Islip,"Central Islip,NY","Central Islip,NY",New York,Musketeers,5,1,1,0,2
7766,3966,Clinton,Clinton,"Clinton,MI","Clinton,MI",Michigan,-,5,1,1,0,2
7767,4005,Colonial Beach,Colonial Beach,"Colonial Beach,VA","Colonial Beach,VA",Virginia,Drfiters,5,1,1,0,2
7768,4074,Cousino,Cousino,"Warren,MI","Warren,MI",Michigan,Patriots,5,1,1,0,2
7769,4475,Eldorado,Eldorado,"Eldorado,IL","Eldorado,IL",Illinois,Eagles,5,1,1,0,2
7770,16719,Gaston Christian School,Gaston Christian School,"Gastonia,NC","Gastonia,NC",North Carolina,,5,1,1,0,2
7771,5229,Hopewell,Hopewell,"Hopewell,VA","Hopewell,VA",Virginia,Blue Devils,5,1,1,0,2
7772,5470,Kasson-Mantorville,Kasson-Mantorville,"Mantorville,MN","Mantorville,MN",Minnesota,KoMets,5,1,1,0,2
7773,14235,Langston Hughes,Langston Hughes,"Fairburn,GA","Fairburn,GA",Georgia,Panthers,5,1,1,0,2
7774,10915,Lawrence County,Lawrence County,"Moulton,AL","Moulton,AL",Alabama,Red Devils,5,1,1,0,2
7775,5699,Lawrenceville,Lawrenceville,"Lawrenceville,IL","Lawrenceville,IL",Illinois,Indians,5,1,1,0,2
7776,13301,Manitou Springs,Manitou Springs,"Manitou Springs,CO","Manitou Springs,CO",Colorado,Mustangs,5,1,1,0,2
7777,8816,Morris,Morris,"Morris,OK","Morris,OK",Oklahoma,Eagles,5,1,1,0,2
7778,6342,Mount Pleasant,Mount Pleasant,"Mount Pleasant,IA","Mount Pleasant,IA",Iowa,Panthers,5,1,1,0,2
7779,927,Northwestern,Northwestern,"Springfield,OH","Springfield,OH",Ohio,Warriors,5,1,1,0,2
7780,6807,Paulding,Paulding,"Paulding,OH","Paulding,OH",Ohio,Panthers,5,1,1,0,2
7781,11445,Penn Cambria,Penn Cambria,"Cresson,PA","Cresson,PA",Pennsylvania,Panthers ,5,1,1,0,2
7782,2295,Renton,Renton,"Renton,WA","Renton,WA",Washington,Indians,5,1,1,0,2
7783,11402,Richland,Richland,"Johnstown,PA","Johnstown,PA",Pennsylvania,Rams,5,1,1,0,2
7784,11031,Salem,Salem,"Salem,OH","Salem,OH",Ohio,Quakers,5,1,1,0,2
7785,1492,Shelby,Shelby,"Shelby,OH","Shelby,OH",Ohio,Whippets,5,1,1,0,2
7786,7440,Shrine Catholic School,Shrine Catholic School,"Royal Oak,MI","Royal Oak,MI",Michigan,Knights,5,1,1,0,2
7787,7697,St. Edward's Catholic Central,St. Edward's Catholic Central,"Elgin,IL","Elgin,IL",Illinois,Green Wave,5,1,1,0,2
7788,334,St. Vincent de Paul,St. Vincent de Paul,"Petaluma,CA","Petaluma,CA",California,Mustangs,5,1,1,0,2
7789,18783,Walton,Walton,"DeFuniak Springs,FL","DeFuniak Springs,FL",Florida,Braves,5,1,1,0,2
7790,8389,West Hall,West Hall,"Flowery Branch,GA","Flowery Branch,GA",Georgia,Spartans,5,1,1,0,2
7791,8399,West Lyon,West Lyon,"Alvord,IA","Alvord,IA",Iowa,Wildcats,5,1,1,0,2
7792,8403,West Mifflin,West Mifflin,"West Mifflin,PA","West Mifflin,PA",Pennsylvania,Titans,5,1,1,0,2
7793,3193,Banks,Banks,"Banks,OR","Banks,OR",Oregon,Braves,5,0,1,0,2
7794,13014,Bishop Grimes,Bishop Grimes,"East Syracuse,NY","East Syracuse,NY",New York,Cobras,5,0,1,0,2
7795,11510,Brookside,Brookside,"Sheffield,OH","Sheffield,OH",Ohio,Cardinals,5,0,1,0,2
7796,2723,Camden Hills Regional,Camden Hills Regional,"Rockport,ME","Rockport,ME",Maine,Windjammers,5,0,1,0,2
7797,13096,Chattanooga Christian,Chattanooga Christian,"Chattanooga,TN","Chattanooga,TN",Tennessee,Chargers,5,0,1,0,2
7798,14900,Cleveland Hill,Cleveland Hill,"Cheektowaga,NY","Cheektowaga,NY",New York,Eagles,5,0,1,0,2
7799,13134,Columbus Centennial,Columbus Centennial,"Columbus,OH","Columbus,OH",Ohio,Stars,5,0,1,0,2
7800,9316,Eastern Tech,Eastern Tech,"Baltimore,MD","Baltimore,MD",Maryland,Mavericks,5,0,1,0,2
7801,4486,Elkhart,Elkhart,"Elkhart,KS","Elkhart,KS",Kansas,Wildcats,5,0,1,0,2
7802,14272,Greater Lowell Tech,Greater Lowell Tech,"Lowell,MA","Lowell,MA",Massachusetts,Gryphons ,5,0,1,0,2
7803,8947,Lakewood,Lakewood,"Arlington,WA","Arlington,WA",Washington,Cougars,5,0,1,0,2
7804,5694,Lawrence,Lawrence,"Lawrenceville,NJ","Lawrenceville,NJ",New Jersey,Cardinals,5,0,1,0,2
7805,10002,Leamington District,Leamington District,"Leamington,ON","Leamington,ON",Ontario,Lions,5,0,1,0,2
7806,12256,Lutheran West,Lutheran West,"Rocky River,OH","Rocky River,OH",Ohio,Longhorns,5,0,1,0,2
7807,13211,Maynard,Maynard,"Maynard,MA","Maynard,MA",Massachusetts,Tigers,5,0,1,0,2
7808,15051,Mississinewa,Mississinewa,"Gas City,IN","Gas City,IN",Indiana,Indians,5,0,1,0,2
7809,6259,Monroe,Monroe,"Monroe,OH","Monroe,OH",Ohio,Hornets,5,0,1,0,2
7810,6373,Mountoursville Area,Mountoursville Area,"Mountoursville,PA","Mountoursville,PA",Pennsylvania,Warriors,5,0,1,0,2
7811,11056,North Pontotoc,North Pontotoc,"Ecru,MS","Ecru,MS",Mississippi,Vikings,5,0,1,0,2
7812,11777,Northern Adirondack,Northern Adirondack,"Ellenburg,NY","Ellenburg,NY",New York,Bobcats,5,0,1,0,2
7813,11165,Old Lyme,Old Lyme,"Old Lyme,CT","Old Lyme,CT",Connecticut,Wildcats,5,0,1,0,2
7814,6781,Park View,Park View,"South Hills,VA","South Hills,VA",Virginia,Dragons,5,0,1,0,2
7815,14356,Ponder,Ponder,"Ponder,TX","Ponder,TX",Texas,Lions,5,0,1,0,2
7816,249,Riverdale,Riverdale,"Jefferson,LA","Jefferson,LA",Louisiana,Rebels,5,0,1,0,2
7817,13464,Rosholt,Rosholt,"Rosholt,WI","Rosholt,WI",Wisconsin,Hornets,5,0,1,0,2
7818,13349,Saddle Brook,Saddle Brook,"Saddle Brook,NJ","Saddle Brook,NJ",New Jersey,Falcons,5,0,1,0,2
7819,12955,Saint George's School,Saint George's School,"Vancouver,BC","Vancouver,BC",British Columbia,Dragons,5,0,1,0,2
7820,11182,Shadyside,Shadyside,"Shadyside,OH","Shadyside,OH",Ohio,Tigers,5,0,1,0,2
7821,10000,Sherrard,Sherrard,"Sherrard,IL","Sherrard,IL",Illinois,Tigers,5,0,1,0,2
7822,12864,St. Thomas More Collegiate,St. Thomas More Collegiate,"Burnaby,BC","Burnaby,BC",British Columbia,Knights,5,0,1,0,2
7823,10062,Whittier Regional Vocational,Whittier Regional Vocational,"Haverhill,MA","Haverhill,MA",Massachusetts,Wildcats,5,0,1,0,2
7824,8556,Winfield,Winfield,"Winfield,AL","Winfield,AL",Alabama,Pirates,5,0,1,0,2
7825,13486,Worthington,Worthington,"Worthington,MN","Worthington,MN",Minnesota,Trojans,5,0,1,0,2
7826,10597,Bishop LeBlond,Bishop LeBlond,"St. Joseph,MO","St. Joseph,MO",Missouri,Golden Eagles,5,1,0,0,2
7827,11363,Amherst,Amherst,"Amherst,WI","Amherst,WI",Wisconsin,Falcons,5,0,0,0,2
7828,17111,Anamosa,Anamosa,"Anamosa,IA","Anamosa,IA",Iowa,Raiders,5,0,0,0,2
7829,13155,Anderson County,Anderson County,"Lawrenceburg,KY","Lawrenceburg,KY",Kentucky,Bearcats,5,0,0,0,2
7830,17800,Ariton,Ariton,"Ariton,AL","Ariton,AL",Alabama,Purple Cats,5,0,0,0,2
7831,3152,Austin,Austin,"Austin,IN","Austin,IN",Indiana,Eagles,5,0,0,0,2
7832,2145,Avondale,Avondale,"Auburn Hills,MI","Auburn Hills,MI",Michigan,Yellowjackets,5,0,0,0,2
7833,8738,Big Rapids,Big Rapids,"Big Rapids,MI","Big Rapids,MI",Michigan,Cardinals,5,0,0,0,2
7834,9102,Boonville,Boonville,"Boonville,IN","Boonville,IN",Indiana,Pioneers,5,0,0,0,2
7835,12637,Cache,Cache,"Cache,OK","Cache,OK",Oklahoma,Bulldogs,5,0,0,0,2
7836,8680,Cathedral,Cathedral,"El Paso,TX","El Paso,TX",Texas,Irish,5,0,0,0,2
7837,9647,Catoosa,Catoosa,"Catoosa,OK","Catoosa,OK",Oklahoma,Indians,5,0,0,0,2
7838,16100,Cedar Ridge,Cedar Ridge,"Hillsborough,NC","Hillsborough,NC",North Carolina,Red Wolves,5,0,0,0,2
7839,3747,Central,Central,"Providence,RI","Providence,RI",Rhode Island,Knights,5,0,0,0,2
7840,11437,Chapelgate Academy,Chapelgate Academy,"Marriottsville,MD","Marriottsville,MD",Maryland,Yellow Jackets,5,0,0,0,2
7841,12816,Chatfield,Chatfield,"Chatfield,MN","Chatfield,MN",Minnesota,Gophers,5,0,0,0,2
7842,17628,Chenango Forks,Chenango Forks,"Chenango Forks,NY","Chenango Forks,NY",New York,Blue Devils,5,0,0,0,2
7843,16316,Chicago Hope Academy,Chicago Hope Academy,"Chicago,IL","Chicago,IL",Illinois,,5,0,0,0,2
7844,13171,Chittenango,Chittenango,"Chittenango,NY","Chittenango,NY",New York,Bears,5,0,0,0,2
7845,11252,Choudrant,Choudrant,"Choudrant,LA","Choudrant,LA",Louisiana,Aggies,5,0,0,0,2
7846,14153,Clearview,Clearview,"Lorain,OH","Lorain,OH",Ohio,Clippers,5,0,0,0,2
7847,3984,Cody,Cody,"Cody,WY","Cody,WY",Wyoming,Broncs,5,0,0,0,2
7848,8682,Cony,Cony,"Augusta,ME","Augusta,ME",Maine,Rams,5,0,0,0,2
7849,11529,Enosburg Falls,Enosburg Falls,"Enosburg Falls,VT","Enosburg Falls,VT",Vermont,Hornets,5,0,0,0,2
7850,12488,Fonda-Fultonville,Fonda-Fultonville,"Fonda,NY","Fonda,NY",New York,Braves,5,0,0,0,2
7851,16072,Garth Webb,Garth Webb,"Oakville,ON","Oakville,ON",Ontario,Chargers,5,0,0,0,2
7852,4956,Greenville,Greenville,"Greenville,PA","Greenville,PA",Pennsylvania,Trojans,5,0,0,0,2
7853,14920,Hampshire,Hampshire,"Romney,WV","Romney,WV",West Virginia,Trojans,5,0,0,0,2
7854,5148,Highland,Highland,"Monterey,VA","Monterey,VA",Virginia,,5,0,0,0,2
7855,12823,Huron Heights,Huron Heights,"Newmarket,ON","Newmarket,ON",Ontario,Warriors,5,0,0,0,2
7856,17243,Independence,Independence,"Independance,OH","Independance,OH",Ohio,Blue Devils,5,0,0,0,2
7857,16913,Jonesville,Jonesville,"Jonesville,MI","Jonesville,MI",Michigan,Comets,5,0,0,0,2
7858,12656,Keystone Heights,Keystone Heights,"Keystone Heights ,FL","Keystone Heights ,FL",Florida,Indians,5,0,0,0,2
7859,16359,King William,King William,"King William,VA","King William,VA",Virginia,Cavaliers,5,0,0,0,2
7860,5564,Kirksville,Kirksville,"Kirksville,MO","Kirksville,MO",Missouri,Tigers,5,0,0,0,2
7861,11798,La Salle Catholic College Prep,La Salle Catholic College Prep,"Milwaukie,OR","Milwaukie,OR",Oregon,Falcons,5,0,0,0,2
7862,17387,Liberty Ranch,Liberty Ranch,"Galt,CA","Galt,CA",California,Hawks,5,0,0,0,2
7863,14817,Lindblom Math and Science Academy,Lindblom Math and Science Academy,"Chicago,IL","Chicago,IL",Illinois,Eagles,5,0,0,0,2
7864,12893,Madison East,Madison East,"Madison,WI","Madison,WI",Wisconsin,Purgolders,5,0,0,0,2
7865,8949,Marlboro County,Marlboro County,"Bennettsville,SC","Bennettsville,SC",South Carolina,Bulldogs,5,0,0,0,2
7866,13624,Metro East Lutheran,Metro East Lutheran,"Edwardsville,IL","Edwardsville,IL",Illinois,Knights ,5,0,0,0,2
7867,10739,Minnewaska Area,Minnewaska Area,"Glenwood,MN","Glenwood,MN",Minnesota,Lakers,5,0,0,0,2
7868,6235,Missoula Big Sky,Missoula Big Sky,"Missoula,MT","Missoula,MT",Montana,Eagles,5,0,0,0,2
7869,16497,Mount Shasta,Mount Shasta,"Mount Shasta,CA","Mount Shasta,CA",California,Bears,5,0,0,0,2
7870,6414,Nelson County,Nelson County,"Bardstown,KY","Bardstown,KY",Kentucky,Cardinals,5,0,0,0,2
7871,16305,Niles McKinley,Niles McKinley,"Niles,OH","Niles,OH",Ohio,Red Dragons,5,0,0,0,2
7872,14889,North Harrison,North Harrison,"Ramsey,IN","Ramsey,IN",Indiana,Cougars,5,0,0,0,2
7873,917,Northwest,Northwest,"Clarksville,TN","Clarksville,TN",Tennessee,Vikings,5,0,0,0,2
7874,12122,Notre Dame,Notre Dame,"Batavia,NY","Batavia,NY",New York,Fighting Irish,5,0,0,0,2
7875,11152,Oak Harbor,Oak Harbor,"Oak harbor,OH","Oak harbor,OH",Ohio,Rockets,5,0,0,0,2
7876,11132,Paxton-Buckley-Loda,Paxton-Buckley-Loda,"Paxton,IL","Paxton,IL",Illinois,Panthers,5,0,0,0,2
7877,15480,Peak to Peak Charter,Peak to Peak Charter,"Lafayette,CO","Lafayette,CO",Colorado,Pumas,5,0,0,0,2
7878,14048,Piedmont Academy,Piedmont Academy,"Monticello,GA","Monticello,GA",Georgia,Cougars,5,0,0,0,2
7879,16462,Providence Country Day,Providence Country Day,"Providence,RI","Providence,RI",Rhode Island,Knights,5,0,0,0,2
7880,7123,Ripley,Ripley,"Ripley,MS","Ripley,MS",Mississippi,Tigers,5,0,0,0,2
7881,7138,River View,River View,"Warsaw,OH","Warsaw,OH",Ohio,,5,0,0,0,2
7882,12068,Sanger,Sanger,"Sanger,TX","Sanger,TX",Texas,Indians,5,0,0,0,2
7883,16315,Schuylerville,Schuylerville,"Schuylerville,NY","Schuylerville,NY",New York,Black Horses,5,0,0,0,2
7884,14880,Seven Rivers Christian,Seven Rivers Christian,"Lecanto,FL","Lecanto,FL",Florida,Warriors,5,0,0,0,2
7885,13345,Slippery Rock,Slippery Rock,"Slippery Rock,PA","Slippery Rock,PA",Pennsylvania,Rockets,5,0,0,0,2
7886,14895,South Callaway,South Callaway,"Mokane,MO","Mokane,MO",Missouri,Bulldogs,5,0,0,0,2
7887,8873,Southeast Whitfield County,Southeast Whitfield County,"Dalton,GA","Dalton,GA",Georgia,Raiders,5,0,0,0,2
7888,15476,St. Anthony Catholic,St. Anthony Catholic,"San Antonio,TX","San Antonio,TX",Texas,Yellow Jackets,5,0,0,0,2
7889,10211,St. Francis Xavier,St. Francis Xavier,"Mississauga,ON","Mississauga,ON",Ontario,Tigers,5,0,0,0,2
7890,10713,Stringer,Stringer,"Stringer,MS","Stringer,MS",Mississippi,Red Devils,5,0,0,0,2
7891,16135,Teton,Teton,"Driggs,ID","Driggs,ID",Idaho,Redskins,5,0,0,0,2
7892,12785,Trinity Academy,Trinity Academy,"Wichita,KS","Wichita,KS",Kansas,Knights,5,0,0,0,2
7893,16647,Tushka,Tushka,"Tushka,OK","Tushka,OK",Oklahoma,Tigers,5,0,0,0,2
7894,8104,Union,Union,"Union,MS","Union,MS",Mississippi,Yellowjackets,5,0,0,0,2
7895,17023,Warren Woods Tower,Warren Woods Tower,"Warren,MI","Warren,MI",Michigan,Titans,5,0,0,0,2
7896,11466,Western Tech,Western Tech,"Baltimore,MD","Baltimore,MD",Maryland,Wolverines,5,0,0,0,2
7897,8444,Westfall,Westfall,"Williamsport,OH","Williamsport,OH",Ohio,Mustangs,5,0,0,0,2
7898,11234,Westmount Collegiate Institute,Westmount Collegiate Institute,"Thornhill,ON","Thornhill,ON",Ontario,Wolves,5,0,0,0,2
7899,11248,Wildwood Central,Wildwood Central,"Wildwood,NJ","Wildwood,NJ",New Jersey,Warriors ,5,0,0,0,2
7900,14694,Williamstown,Williamstown,"Williamstown,WV","Williamstown,WV",West Virginia,Yellowjackets,5,0,0,0,2
7901,4262,District 55,District 55,"Laurens,SC","Laurens,SC",South Carolina,Raiders,4,2,3,0,2
7902,1054,Doniphan,Doniphan,"Doniphan,MO","Doniphan,MO",Missouri,Dons,4,2,3,0,2
7903,3387,Bogota,Bogota,"Bogota,NJ","Bogota,NJ",New Jersey,Buccaneers,4,2,2,0,2
7904,4724,Franklin,Franklin,"Franklin,TX","Franklin,TX",Texas,Lions,4,2,2,0,2
7905,5079,Havre,Havre,"Havre,MT","Havre,MT",Montana,Blue Ponies,4,2,2,0,2
7906,16098,Helena,Helena,"Helena,MT","Helena,MT",Montana,Bengals,4,2,2,0,2
